a-profile-name,Ratings,Date_time,Reviews
Pat H.,3.0,"March 22, 2017","My experience with this coffee maker will cause me to no longer trust Consumer Reports.  I had nothing but trouble with this.  Almost immediately the ""ears"" on the carafe list broke off. Then the markings on the carafe wore off so I don't know how much water I am putting in.  Now the water doesn't come out of the hot water valve evenly so the the coffee is too weak. I guess you get what you pay for. My last Braun lasted 15 years. This one lasted 2.3 years"
Scott I. Gray,4.0,"December 19, 2014","Makes good coffee.  If you put it under a cabinet on the counter, buy a Copco Coffee Cab rolling appliance holder.  You can't pour water in it without pulling out from under cabinet every time.  I threw the filter away, it was more of a pain, and I really don't care about filtered water.  ( I drink out of the garden hose too.)  If you try to make half a pot of coffee with only one scoop of coffee, the pause and serve will drip every time.  I found that if I wait until it is completely done brewing, this won't happen.  If I make a full pot with two or more scoops of coffee, this doesn't seem to happen.  I can't read the tiny lights and clock without my glasses on, but have figured out which buttons to push to make the coffee, so no big deal.  Looks good on our counter, and makes pretty good coffee every time."
Double Beans,1.0,"January 22, 2016","So bummed. Loved the coffee. But I have had this less than 1 year and it already does not work. Turns on, does not brew. Tried everything. Less than a year having it that is horrible. I would probably give it 5 stars if it continued working because the coffee tastes great, works fast, perfect for me. But, I'm reviewing my product, not the product in general, and for that reason I give it one star. Maybe others will have better luck."
Michael MacKenzie,5.0,"March 4, 2016",Having the option to have a thermal coffee put is awesome. I got tired of my French press and wanted to go back to a drip coffee machine. I'll still use my French press just not as often.I forgot that with these machines you use more coffee to get that good flavor and that if you don't drink it fast enough it's burned tasting in an hour. Yuck!! So we also order the thermal pot and problem solved. Even if it gets colder faster it's way better to try and heat a cup from the thermal and burn that a little then the glass pot that's burnt to hell.Should also note that I bought the mr coffee reusable filter and the thermal pot.
"24-35 year old woman, intermountain west",2.0,"January 26, 2015","We are a two-person coffee-drinking household, and typically used this coffeemaker to brew an average of two pots a day. I purchased the coffemaker in March 2014, enjoyed it for ten months, bought a thermal carafe for the coffeemaker in December, and in January 2015 the coffeemaker stopped working. The pump has stopped efficiently delivering water to the grounds, the coffee brews much more slowly while mixing in too much air into the water being delivered to the grounds in the basket, and when the coffee maker 'thinks' that it is finished, there are at least a few cups of water remaining in the reservoir. It is broken! I wish we could replace the pump without trashing the whole coffeemaker, but it isn't obvious how that could be done. We did try running several cycles of diluted vinegar through the coffeemaker, and cleaned the part of the pump we could access with a pipe cleaner, but neither seemed to have any effect. Too bad! It was a nice coffeemaker for the ten months that it did work."
Tbest,5.0,"August 2, 2015","Love this thing! Not only does it work perfectly but it also looks a lot nicer then the majority of the coffee makers I was looking at in the same price range. The programmable start option in the morning is fantastic because honestly I'm too tired/lazy to start coffee right when I wake up. I just prep it after my morning cup for the next day and it's ready to go. My favorite feature though is having the option to select normal or strong brew, I love strong coffee so it is made making a stronger brew much easier."
Amazon Customer,2.0,"December 5, 2012","We were looking for a coffee maker made in USA. Apparently the Chinese have figured out how to illuminate the digital clock display, but alas, Mr Coffee has not. Anybody can make a simple drip coffee maker, but this is a no-brainer: You gotta be able to see the clock, especially for setting time-delay brewing. The clock display is in a recessed setting, with a grey background and black numbers, so it's especially hard to see without a flashlight. You'd think this would be a basic feature of any coffee maker, and for years that has been my experience...until I met Mr Coffee. We'll keep trying to find a decent made-in-usa product, but it could be the Chinese have a corner on that market!"
Sean C.,4.0,"August 27, 2016","We bought this after calculating how much we were spending with a Keurig. Drinking coffee frequently and making ice coffee too, the Keurig didn't make sense to keep. Looking around we didn't want to spend a lot of money on it's replacement. I've had the more expensive Cuisinart Grind N Brew makers but the grinders break. Instead we went inexpensive.The make is nice, a little plasticky looking but looks good. The spout on the coffee pot could be a little better to funnel the coffee and eliminate drips but overall it's not bad."
J. Mangum,1.0,"October 19, 2013","Bought to replace a very old Braun coffee maker.  Followed Consumer Reports recommendation suggesting that the Mr Coffee was a ""best buy"".  Unfortunately, it appears from reviews both here and on the CR web site that this coffee maker has serious manufacturing issues.  We found immediately that the strong brew setting did not work.  When selected the coffee maker would beep three times then brew a ""normal"" pot of coffee.  Contacted Mr Coffee customer support who responded that our coffee maker was defective and that we should return it.  That we did.This coffee maker is a definite ""do not buy"", in my opinion."
Victor H.,4.0,"April 27, 2015","For a cheap auto drip brewer I'm happy.  It works.  The controls are simple, and the timer and autobrew features are nice to have.  The spring-loaded stopper so you can pour a cup before finished is nice, but it *will* leak several drops every time.  Oh well, for the price I won't complain too much.The basket takes some fiddling sometimes to seat.  You need to make sure you really seat it or it will overflow and not drain into the carafe.It did have quite a chemically smell and taste initially.  I had to run several cycles of fresh water through to get rid of it."
ophtha wahl,2.0,"January 8, 2014","We bought our coffeemaker in August 2013.  It worked well.  We brewed coffee usually once a day, except when we travelled over Christmas.  Starting on New Year's Day, we got oodles of steam but about an inch of extremely strong coffee.  Then on the 7th -- Kaput!Since we have hard water, we thought it must be us.  But we'd cleaned it and the residue on the filters was not excessive.  After we decided to go buy a new pot, my son took it apart and said that it wasn't clogged, but seemed not to draw water up from the tank.  So I don't think it was our hard water; I think it has a design flaw."
Dunzo,1.0,"June 2, 2017",I have bought two of these in the last year and they have both quit working.  There is nothing more frustrating and surely criminal than waking up and not being able to make coffee because your Mr. Coffee maker decided to quit. Don't buy this unless you like to replace it every 6 months. Junk.
Carmelite Duhon,1.0,"October 13, 2014","I can't imagine why this coffee pot has gotten any good ratings!  The coffee tastes and smells like burned plastic.  My whole kitchen smelled so bad the first time I ran it that I had to turn on my stove vent.  I followed the set up and cleaning instructions, ran water through it several times before I tried coffee.  No luck.  I then went online and found a ton of people who had had the same problem!  I tried all of the advice I could find to fix the problem (ran vinegar through it, ran rubbing alcohol through it, used filtered water).  I must have run that machine 15 times with different things in it to try and change the taste. The plastic taste was ultimately reduced, but never went away.  Sending it back!!"
Amazon Stockholder,4.0,"November 3, 2012","I have only had this 2 days, but I am impressed with it's value and performance. I like the Brew Strength option and use it to make my stronger coffee. This unit also gives you the option of using an insulated carafe and there is a button to select between a glass carafe and an insulated. Note, the glass carafe will hold the advertised 12 cups, but the insulated carafe will hold 8 cups.The buttons are arranged nicely, and you can read the labels as they contrast nicely with the background. I have not used the Delay option, to make coffee at a particular time.Overall, for the money, this unit offers a lot."
John W.,5.0,"December 30, 2013","When our last coffee-maker died, we used the internet to identify the best and best-value coffee makers.This fills the bill on both counts.Makes up to 12 cups quickly, and at variable strengths.Timer is easy to set and reliable.Comes with an internal filter that is amazing in its ability to filter-out solids even when use a Pur water filter for the coffee.It is not unusual to see lime deposits on the filter; our water hardness varies with seasons and demand.It's sort of odd, but I feel proud to walk buy one of these on store shelves and see the top-quality bargain we got through Amazon.Excellent product at a great price."
nospam77,2.0,"January 26, 2014","I decided to replace my simple Braun with a model that included the feature to automatically start at a set time.  I figured with the large number of good reviews I couldn't go wrong with this Mr. coffee.  Even when I select the ""strong"" button it makes weaker coffee and it seems to be picking up a flavor from some rubber or plastic parts, just off.  Reasonably priced coffee makers with conical filters seem to have disappeared.  The new coffee maker looks nice and fits in with my decor.  but the old simple black Braun (no longer available) is going back on the counter and I'm chalking this up to a $30 mistake."
Gina Mora,5.0,"July 16, 2013","This is just what it says it is and it does come with a water filter but I have chosen not to use it as the water doesn't taste terrible where we live. I have tried it on both strength settings and I can tell the difference. I also used it to brew a pot of tea and surprisingly that turned out well too! I bought a Mr. Coffee GTF2-1 Basket Style Gold tone permanent filter to go with  it and it fits perfectly. Also, I found setting the time and the initial brew set up very easy. Only thing is the water filter fits over the basket is a funny way but no matter, it is a nice looking and well made coffee maker as far as I can tell thus far."
Pie R Square,4.0,"September 2, 2013","Product arrived on time, as ordered. Easy to set up. So far we've made 4 pots of coffee and the coffee maker works just fine. We chose to purchase this product based on recommendations from a consumer magazine. Don't have any major objections about the end result produced by the coffee maker. However, the coffee maker functions a lot slower than the appliance we were already using. Takes much longer to complete making coffee. We're not much on programming a timer for coffee, but for others this may be exactly the way to go. Although we've only made 4 pots of coffee, it is our opinion the finished coffee could be a bit hotter. Coffee makers become a personal thing and everyone has their own preferences. This coffee maker is an OK appliance, but we've decided to donate it to a grandson who is a college student."
Christmas Mom,2.0,"October 31, 2015","Worked great for 6 months and then died. :(  Lights on, but coffee not brewing.  Seems like there is no water in the reservoir, but there is.  I have cleaned it at least twice in 6 months with vinegar, so i don't believe anything is clogged.  The good thing is, Mr. Coffee is sending me a replacement since it's still under warranty.  The bad thing is, it won't be here for 6-8 days which is a long time to go without coffee! :)"
cassiet717,2.0,"October 14, 2013","We got this coffee maker after our last Mr. Coffee quit, and it's the last Mr. Coffee I'll ever buy. It works fine, carafe doesn't spill, mechanics are great - but the coffee isn't. I have no idea why, but there is just no flavor in the coffee made with this coffee maker. I've tried brewing it strong (a nice feature) and switching from our tried-and-true favorite coffee to different roasts to get a stronger and better flavor, but something about this maker just makes bland coffee. It's a nice little machine with convenient options and features, but I'd prefer one with no bells and whistles that just makes decent coffee!"
The Saint,5.0,"November 30, 2013","I have been a long time Cuisinart coffeemaker lover and after being disappointed with their latest coffeemaker, I decided to go with this Mr. Coffee maker and I have been elated ever since purchasing it.  I love coffee, plain and simple, and equated a higher-priced coffee maker to a good cup of coffee and I was wrong.  This coffee maker is easy to operate and clean and it makes a great cup of coffee day-in and day-out.  The temperature of the coffee is hot, brews a very consistent cup, and has all of the bells and whistles anyone could want from a coffee maker.  You won't be disappointed in this product."
Jason Belt,3.0,"August 30, 2016","I purchased this over two years ago and overall I'd say it's an okay coffee maker.  My biggest complaint with this one, and in fact most Mr. Coffee makers, is the design of the 'sneak a cup' feature where you can remove the pot while it is still brewing.  When the pot is placed in the maker the lid presses on a spring in the coffee basket which allows the brewed coffee to flow into the pot.  However, if the pot isn't pushed all the way to the back of the maker then the spring won't be engaged so coffee will overflow the basket and start pouring over the sides.  When that happens about 20% of the coffee will make it into the pot but the rest will end up on the counter, in the drawers, and on the floor.  That's a terrible way to start your day."
ImJustAvg,1.0,"December 23, 2015","Received the package at 0600 on Dec 23!  Unfortunately, even before I opened the Mr Coffee box, I knew there was a problem!  The box I had received had been opened and even had a return sticker on it!  Although it looked new it wasn't clean inside!  Applied for a refund and was approved!  But decided to power it up and see if the unit worked!  Although the unit powered up and all the right lights came on - it would not pump up water so was dead on arrival!"
SAP,2.0,"December 30, 2013",It still works but the coffee is no longer hot.  It never did brew very hot but now it's just warm right after you pour it out of a freshly brewed pot.  The program controls quit working correctly after about a year and the beeper would go off saying the coffee was done brewing when you could clearly hear it still dripping.  A little expensive for a coffee maker that only lasted two years.  I had a real old Mr. Coffeemaker model before this with no features.  Just a plain coffee maker that lasted for years and worked well until the day I put it away.  It was white.  I bought a new home with stainless steel appliances so decided to buy this current model that had good ratings and matched my kitchen but it turned out to be a sorry coffeemaker that never did make very hot coffee.
Axemann,2.0,"November 19, 2014","Farewell to Mr Coffee.  We bought this in April 2013, and it's pretty much on it's last leg.  Although we have followed the care and cleaning requirements, the coffee leaks all over the place from time to time.  It's hit or miss.  So instead of watching our coffee maker make coffee, we decided to buy a fairly highly rated Hamilton Beach which arrived today.  We have purchased 2 other Mr Coffee makers in the past 10 years and with each purchase, we have noticed a decline in the quality and longevity of each machine.  Too bad, but now we're moving to another brand with the hope of better luck."
MNgrrrl,5.0,"December 9, 2014","We replaced a much more expensive Krups model with good old Mr. Coffee - the Krups carafe was poorly design and spilled unless your poured the coffee with extreme care. We're able to pour this easily, no spills. It's easy to load and looks nice. We were able to get the delayed brew settings into place with no problem. It comes with a filter that is supposed to filter the water as it come out of the heating tube and goes down through the coffee - we couldn't see that it did anything, so it went to the garbage. Other than that, this does exactly what it needs to do."
David W. Stewart,4.0,"November 7, 2011","So far (and our experience of only week is why I rate it only 4 stars rather than 5) this has been a good purchase for us.  I've had none of the bad experiences reported by others (e.g., plastic taste in the coffee).  The coffee has been uniformly good.  It is a little awkward to prepare coffee on our counter that is partially covered by a cupboard.  The cap of the coffeemaker won't fully open if the machine is under the cupboard so it is necessary to pull it out first, but with the top open the cupboard door won't open.  So I must remember to first open the cubbard, fill the basket, close the cupboard, then open the coffeemaker top and pour in the water.  No big deal but it takes longer than was necessary with our old machine.  Also I have to turn the machine to the side and bend down to read the fill markers on the water container.  However, I don't consider any of these to be major problems.  The coffee is good.  That's what counts."
D. L. Mason,3.0,"May 15, 2013","Just like the 3 stars says, It's okay.  Years ago I heard that Mr Coffee made a fast cup of coffee, just not very good. I thought by now there would have been enough feedback that they would have improved, maybe they have but I am still trying to figure outhow to get a good cup of coffee from my Mr Coffee maker.  I've tried it with and without the water filter, I don't have city water, just good well water.  It does seem to taste better with filter, maybe it slows the brew water down enough that it uses all the grounds more efficiently.  Maybe I'll hit the magic mix one of these days, it could be I had an old bag of coffee.  It does look nice with all that chrome trim.  I read where some folks had a problem with the coffee tasting like plastic.  I washed everything with warm soapy water, then ran a pot full of plain water through it, then a pot full of water with a 1/4 cup of white vinegar, then a pot full of plain water.  No plastic smell or taste."
Joe E,3.0,"November 16, 2018","It's just a matter of time before coffee grounds fall into the water hopper and reduce or completely stop water flow to the heating element. I have purchased 5 of these makers over the years. Sometimes I would go 18 months, sometimes less. Each time I promised myself to be more careful because when the maker is working correctly it does make good coffee and the price is reasonable. However, the design is destined to fail, and you too will have the same problem."
Mac Harris,2.0,"October 13, 2016","I know it isn't commercial grade but I expected more than 14 months. Lights still come on, but no heat, no water from the reservoir. Actually failed in mid-operation. just out of warranty by 2 months, 9 days. Timing is everything!!The Mr. Coffee was less than expected, but the Asurion 2 year extended warranty was well worth the minimal cost.No hassle return and reimbursement, I recommend this to anybody buying any product it is offered on."
M. Blank,5.0,"May 24, 2013","I generally use my single cup espresso maker, but when we have a group it is not very practical.  When I learned my in laws were coming for an extended visit I wanted an actual coffee maker.  I did research and found this rated well.  It works perfectly.  It is super easy to set up with very user friendly features.  I love the programmable feature, so it was ready for whoever woke first and especially the auto shut off - yes, I always forget to turn it off.  It also does a good job of keeping the coffee warn throughout the two hours.  I'm very happy with this coffee maker, especially since it is reasonably priced."
Cedarlila,2.0,"December 11, 2016","it says it's programmable in the description, but that is misleading and false. It is not programmable, you can only set a delay timer. I don't want to have to stand there at night when I'm sleepy trying to figure out how many hours to 'delay' it for. I want to be able to pick a time in the morning and when I wake up, have coffee waiting! I bought this for the programming function, rather than a manual pot for cheaper, and I feel ripped off."
Robert C. Stich,5.0,"January 13, 2012","I bought this mostly because Consumer Reports gave it a ""Best Buy"" review.  It's one of the cheapest and works beautifully.  One thing that surprised me is that there was a significant difference in the flavor of the coffee over our old Mr. Coffee that was wearing out.  We usually use Yuban or a house coffee - nothing very expensive.  Since we've had this new coffee maker, we use the ""strong brew"" option.  Even though it has still been the same big can of coffee grounds, this brewed coffee is way better - much more flavor than we'd been getting.The timer feature works perfectly, too.  We're very pleased and I can't see any reason to buy a more expensive maker."
Crazy about Coffee,5.0,"March 14, 2013",After reading reviews mentioning there being a plastic smell I hesitated to buy this Mr. Coffee.  I decided to take a chance since I have had success with previous Mr. Coffees.  It arrived timely land in good condition.  After conditioning and cleaning it thoroughly I used the programs feature to make a pot of coffee to be ready in the morning.  It was easy to clean and program and worked like a dream.  When I got up my coffee was ready and there was no plastic smell or taste.  The coffee was just the way I like it.  I am so glad that I decided to order this Mr. Coffee. It is everythihng that I wanted in a coffee maker.
Dmitri T.,2.0,"October 24, 2013","The coffee maker looks great and it is probably reliable, but when I compare it to Cuisinart DCC-1200, there is a big difference in the the coffee taste. For the experiment I take the same amount of coffee and the same amount of water, but what Mr. Coffee produces appears to be about half as strong (i.e. diluted) as compared to Cuisinart. The difference is not so significant if you brew the full capacity (12 cups), therefore this coffee maker is probably OK for big groups of coffee drinkers. At home I usually brew just four cups for me and my wife, and therefore I consider Mr. Coffee a waste of money."
Chelle :),2.0,"September 10, 2016","If you are a heavy coffee drinker, I would recommend that you purchase a different system.  I have had more overflows already than I've had with any other pot. We have had it a couple months. If you do not get the pot exactly centered, you will have a mess inside the water tank, the coffee pot and warmer, and your countertop. The price is fair and I like the looks. I would not purchase it again."
Ed Jones,2.0,"January 11, 2016","Works fine. Meaning it does make coffee and is hot but do not expect more than that. The plate is really hot and burns the coffee in just a few minutes. You need to set the clock every time is plugged in. So, if you are like us that do not like seeing things on the countertop when are not in use, you must set the clock again every time. Not practical if you like to have something programmed. Of course you also need to reenter the program... For the cost is difficult to expect s lot more but I would not buy one again."
Woofs4,5.0,"August 21, 2015","Durable, is serious about its job & does it well. I would like it if I could clean the ""water well"" more thoroughly (that's a problem with every single coffee maker though. And I don't understand why the heating plate gets scratched no matter what you do. In the past I thought it was because I used the ""scrubbie"" side of the sponge, but this time I made sure I didn't use it at all & it still happened ... why then does it still get scratched??I would definitely buy again & would recommend to a friend."
KAteS,4.0,"November 14, 2014","Great coffee maker once you run water through it SEVERAL times!!! Out of the package, it has a very strong plastic smell that remains after running several pots of water through it.  The directions say that it is fine to make coffee after you run hot water through first, but the first pot of coffee I made after doing so had such a strong plastic smell that I dumped it out.  I hate to waste coffee, but I didn't feel safe drinking coffee that smelled like plastic!  Now, 2 months later, it makes a great pot of coffee with no drips and no more plastic smell."
B.C.,5.0,"May 9, 2012","So far this machine has performed well. Does a 6 to 7 min brew at 190ish degrees which is supposed to be the proper extraction parameters. Kicks out great tasting coffee. But then again, I usually use only freshly roasted and ground beans. Would probably even make decent coffee with bargain bin grounds.My only complaint is that it should come with one of their ""Gold-tone permanent filters"".All in all I am very satisfied as this machine brews as well or better than competitors that cost 2 or 3 times as much. If you pick the right model, Mr. Coffee is the way to go for someone who wants the most bang for their buck."
K. Fitz,4.0,"August 7, 2013","this coffeemaker works just fine - you don't really need a lot of things on a coffee maker in my mind - you need cold water and good coffee to start with - the machine should just deliver it hot from that;>) A small minor thing (aren't those the ones that usually bother you!) is that when it starts brewing it beeps - Like the beep I am use to hearing when the coffee is ""finished"" brewing or the heating element is turning off - Even though i have had the product for over two months, I keep hearing the beep and thinking it's done.Anyway - a good machine for a good price from a good name!"
Lacy,4.0,"October 15, 2013","Mr Coffee makes nice coffee makers...Does a good job, makes coffee quickly. Controls are easy to see and the machine is simple to operate. The only reason I didn't give it five stars is I don't like the coffee filter system. I use filtered water anyway, so why spend more money buying extra filters for this thing, which are expensive to buy.  I suppose it might be ok for people who have nasty hard water. Anyway, had I realized this coffee maker used filters, I wouldn't have bought it. If the filter isn't an issue for you, i say purchase this coffee maker and enjoy it."
Divine Mmnt,4.0,"June 18, 2019",I love this coffee maker. I had one before but stopped working after 4 yrs. Could not find another until now. Love that I can see timer and that I can choose strength of coffee. Only issue is thermal carafe has to be ordered separately. Still it is not a biggie for me. I 💘 this machine!
Scarson,1.0,"December 4, 2015","horrible product, lasted for one month and then started sputtering steam, almost burning my hands and all the water started spewing OUTSIDE the coffee pot and then it clicked off. Now when I plug it in, the lights turn on and NOTHING happens, no matter how many buttons I push or try to reset it. Horrible quality, I know its cheaper, but seriously, a month?"
Denice S. Molen,2.0,"July 12, 2015","It works!!! Easy to use, makes coffee fast and hot.  We bought a more expensive coffee pot 2 years ago, lesson learned just because it costs ,ore does not mean it is a better product.  This coffee pot is reasonably priced and works great.  Would recommend to anyone.  UPDATE!!!!  Just stopped working in the middle of brewing a pot of coffee. Have had less than 4 months.  hoping Mr Coffee is easy to work with on getting a replacement since they guarantee 1 year on defects."
SoCal Fun,1.0,"March 18, 2015","Warming platform peels and corrodes within 1 month.  Poorly made.Upon an exchange of emails with the vendor, the original machine was replaced, the new machine has now stopped working within 7 months of the replacement unit - lights light but nothing happens.  Emailing the vendor has not met with any response after their contention that all emails are returned within 3 business days.  Do not buy Mr. Coffee products if you'd like to just have great coffee and not an intimate and not necessarily pleasant relationship with the vendor."
DixieLady,2.0,"November 26, 2013","I purchased this after several Cuisinart models and other brands, after reading favorable reviews from Amazon buyers as well as one from a leading consumer magazine.  I am sorry to report my disappointment in this Mr. Coffee machine.  The water filter provided is awkward in its placement and I stopped using it after I kept getting grounds in the coffee.  Also, regardless of whether I use the regular or strong brew strength option the coffee is quite weak.  Next time I will spend the extra bucks to purchase a higher end machine."
PTG,3.0,"March 28, 2018","OK.  Easy to use.  BUT, the heating plate RUSTS quickly, thereby looking awful, making rough sounds when you side the decanter in/out, and probably not making the best contact with the decanter to keep it warm.  Seems to be no way to avoid this rust issue.  We've owned three of these coffee makers and had the same problem, repeatedly, despite careful efforts to avoid it."
Hello People!,5.0,"January 14, 2017","Purchased for Christmas 2015 and as of 1/14/2017 it is still working perfectly.  I had no idea my wife had picked this up on Amazon.  I logged in to leave another review and came across this in my list of pending reviews!  Like anything else, as long as you take good care of it and clean it will last a long time.  We use it daily and absolutely love it!"
likesgoodthingsthatwork,5.0,"January 5, 2014","Not sure what more you could ask for if you brew simple drip coffee? This was very highly rated by Consumer Reports at a much higher price. At this price, this product is hard to beat.There is a dash of ""stainless like plastic"" to be able to tie this product in to a black or stainless appliance kitchen.One thing I missed - or just assumed - during purchase was the fact that this unit  DOES NOT have a permanent filter. We are currently using up some old paper filters but will ultimately spend the few bucks to get a permanent gold mesh filter."
Clarapatra,1.0,"July 18, 2016","Product worked fantastically for about 6 months, then stopped working mid-brew one day.Technically I'm still under warranty but if you're an avid coffee drinker like me, you know going without a coffee maker for 2 weeks while everything is being shipped is not really an option - I'd be out buying coffee every day and end up spending the same amount of money it takes to just buy a new coffee maker.Overall, it looks nice on the kitchen counter, and it works well, but seeing that this is a common complaint, this coffee maker is not built to last."
Raina,5.0,"July 26, 2014","The people posting about a plastic taste did not read the instructions.  You should brew one or two times with water before using this product (it says this in the manual).  This is a great value product actually.  I can set the brew on a delay if I want to wake up to coffee in the morning, and I only need to press one button in order to start the brew process.  It comes with a filter for the water that is used, which is a nice feature.  I just brewed two batches for the first time today using it and they tasted great.  I would recommend this to anyone as a good coffee machine."
L. Claude,1.0,"August 12, 2015","I've had Mr. Coffee's since the 70's...this one replaced one that was probably 20 years old.  I bought it in April.. it has been a problem since the first use..it kept getting coffee grounds in the pot...I thought I must be doing it wrong, not filling it properly, putting the filter in incorrectly.. something.  so I would clean it out and start again.  Well today August 12 (same year) it died.  The last pot it made the filter over flowed and got grounds in the pot... got grounds in everything really, under the filter holder, where you put the water, everwhere.  It cost about 40 bucks, no big deal, but now I think I would have paid the 40 not to have to use it.  Sad really, Joe DiMaggio would be so disappointed."
punkinsoul,1.0,"May 26, 2016","We have previously had relatively bad luck with our purchases of coffee makers, but they've always lasted at least a year of one.  This one, however, beats our record for quitters.  We purchased it the first of November last year and it is now the end of May, so it bit the dust in less than six months.  The extra insult is that we opted to go with a *better* coffee maker with added features, so it cost more.  For all that, it's now a shiny piece of junk."
S. Smith,5.0,"November 11, 2015","A nice looking coffee maker, simple to operate.  A small thing, but I like that it never drips when I pull out the carafe.  For some reason the sound of splashy spillage when I go to pour a cup annoys me greatly.  Seems that most coffee makers lose several drops even well after the pot has brewed.  Why?!  I don't know.  But this one doesn't, and it gets at least several stars for that.  It is well-designed, I love the retro look, and the black with silver matches all my other appliances.  Yay."
Chris B.,5.0,"May 18, 2014","This coffee maker satisfied many expectations; to make coffee, vary the strength, offer a large-capacity carafe, set the time to brew the night before, and told the time. It even gave me the option of replacing the glass carafe with an aluminum one, which the unit can detect! The aluminum carafe is sold separately, and does not offer the same capacity as the glass unit, but it does allow you to brew a pot and keep it warm without burning over time. They also include a charcoal filter that sits atop the brew basket. I'm not sure I'll keep that, because I haven't noticed a difference in taste with or without it in place. Overall, very satisfied with this unit."
MamaSama,4.0,"September 10, 2014","So far, so good.  I'd had the previous model for many years and upon its demise, this had the best reviews.  My only complaint thus far?  The strong brew button is no longer something you can set and leave.  Every time you make a pot, you'd better remember to hit it to make sure it's on. - Although I have the glass carafe, another feature that this one has is the ability to allow you to change to a thermal carafe.  Once you enter it onto the machine, it will turn off the heater at the bottom of the pot.  I may get the thermal pot...later."
Grandpa,3.0,"April 27, 2016","It's really better than OK, what the three stars says, but I don't understand why they put a clock on it when you can't see it, even in the light.If you look at the clock in the picture, you can't hardly even see it.  When you buy it, you can't even see it that well.  If you're going to put a clock on something, make it visible.There should have been one simple L.E.D.  in it."
Colleen J. Reiland,1.0,"May 30, 2016","I have to give it a star, but I wish I could give it 0. We bought this 8 months ago. The coffee pot turns itself off, or we turn it off with the button, and yet the burner still runs hot. Like SUPER hot. Like, I'm afraid it will burn down my house, hot. It will not turn off even if the machine is completely off. It will not go off after the two hour automatic shutoff. We have to unplug the machine every time we are done using it... Which really stinks if you want a programmable coffee pot. This is one of the most unsatisfactory purchases I've made on Amazon and probably one of the most disappointing coffee pots I've ever owned."
Cheryl,1.0,"July 12, 2016","Ive been meaning to write a review on this ever since I got it, but we were in the process of moving so I've been super busy. Anyways here is my Review....I haven't even owned this thing for a year and I hate it!! This is by far the WORST coffee pot ever!! It takes 45 min to brew a pot of coffee and it seems to be getting slower. I couldn't even bring myself to sell this to someone for a $1.00 without feeling like i ripped them off. Don't waste your money. Buy a Bunn."
Donald Edwards,5.0,"December 17, 2014",Makes really good coffee. I would also recommend buying the drd95 8-cup stainless steel double-walled thermal carafe for the coffee maker. These two make a great combination for more than one good cup of fresh coffee. Nothing tastes worse than coffee heated hours long. And this machine is much easier than the one cup machines. Imagine if you have 6 people there who want coffee. With this machine you can give everyone a cup at the same time. Other coffee machines just do not make as good coffee as this one. It is the best.
T. Vaughan,1.0,"August 17, 2016","After 2.5 months, the unit stopped brewing.  The clock and controls seem to work, but it just won't brew.  The filter container is properly set, the pot is properly set and there is movement in the ""pause and serve"" mechanism.  Everything worked just fine every day until a couple of days ago.  Of course, the unit is outside of the return policy now and there are no service centers in my area.  What a mistake. Mr. Coffee isn't the company it used to be.........I have owned several over a couple of decades.  Now that I have been ""burned"", I will seek out another manufacturer."
Cookie Baker,2.0,"June 28, 2013","I chose this brand based on ratings, having never had a Mr. Coffee product.  The filter basket broke when washed prior to first use, and when I called the customer service dept. at Mr. Coffee, they explained without hesitation that the basket could not be fixed (the spring and assembly had come out).  A new one was sent from the basket manufacturer in about 10 days, free of charge, and was satisfactory.  The basket is a very tricky/touchy fit and has caused an overflow several times in the last month of use.  Water doesn't seem to drip out of the filter basket fast enough and, consequently, we get some overflow grounds in our coffee pot.  Also, the ""pause and pour"" feature does not work.  Have tried it twice and had coffee all over the hot plate.  I have been making coffee for about 45 years with various brands of makers, so I am not a young ""newbie"" trying to operate Mr. Coffee.  Would not recommend this brand and will not be buying another.  Better to spend the money for a good quality coffee maker."
picky shopper,1.0,"May 11, 2016",I bought this Mr Coffee maker in Jan 0f 2016  I brew one pot each day using filtered water only.  I have cleaned it twice with white vinegar and water.  Now only 4 months after owning it this Mr Coffee machine has quit brewing.  It will no longer heat and brew.  Mr coffee machines used to last for years....quality has gone way downhill.
Laura,4.0,"July 20, 2012","I dunno. I've never owned any fancy coffeemakers so I guess you can keep that in mind here, but if you're looking for an inexpensive coffeemaker that does exactly what it says it'll do, this is it. The auto-shutoff feature had me because I obsessively worry about whether I turned off the coffeepot after I've left the house. The beep after brewing is a tiny bit annoying but I got used to it and I guess it's a good way of letting me know my coffee's ready in case I forget. As if I weren't already dragging around the house waiting impatiently for it to be done brewing."
Timothy Denton,2.0,"October 15, 2018",This coffee maker will auto shut off after two hours which is great on workdays but not on days off or weekendsthere is no way to change this.update it died 08/20/2019
J Martin,1.0,"December 5, 2016","I was very happy with Mr. Coffee, we got this one in Feb, 2016, used it every morning with the auto timer, so nice to wakeup to house smelling like fresh brewed coffee and 12 cups too.Today sadly, only filled up the pot 1/4 of coffee and died, not even all the coffee grounds were wet in the basket.Less then a year we have had this coffee maker. I guess for the price, we got a good deal."
